title_id,name
916,Software Engineer - Python (PTO)
917,Software Engineer - React Native
918,Software Engineer (.NET) - Allegro Pay
919,Software Engineer (.NET) - Allegro Pay
920,Software Engineer (.NET) - Allegro Pay
921,Software Engineer (Backend)
922,Software Engineer (d/f/m)
923,Software Engineer (Full-Stack)
924,Software Engineer (Java/Kotlin)
925,Software Engineer (Java/Kotlin)
926,Software Engineer (Python)
927,Software Engineer (Python)
928,Software Engineer (Python)
929,Software Engineer (Python)
930,Software Engineer (Python) - Data&AI
931,Software Engineer in Test (SDET)
932,Software Engineer: Academic Innovation
933,Software Quality Assurance - QA
934,Software Quality Assurance Engineer
935,Software Quality Engineer (QA)
936,Software Quality Engineer (QA)
937,Software Tester (junior/middle)
938,Specjalista ds. Wsparcia i Rozwoju
939,Specjalista Helpdesk
940,SQL Database Administrator
941,Sr Backend Engineer (Python/TypeScript)
942,SRE
943,SRE Lead
944,Starszy Administrator DWH/BI
945,Starszy Analityk Biznesowo - Systemowy
946,Starszy Programista BI
947,Starszy Programista ETL
948,Starszy Programista Fullstack
949,Starszy Programista Java
950,Starszy programista Java/Spring - ERP
951,Starszy Programista Xamarin
952,Starszy Projektant UX/UI
953,Studio Interior Designer and 3D Artist
954,Support Engineer
955,Support Engineer
956,Support Engineer
957,Support Monitoring Specialist
958,SysOPS / DevOPS
959,System Administrator
960,System Administrator
961,System Administrator
962,System Engineer
963,Tableau Business Analyst
964,Tableau Developer
965,Team Lead Frontend Developer
966,Team Leader (.NET) - Allegro Pay
967,Team Leader (.NET)-Allegro Pay
968,Tech Lead .NET
969,Tech Lead Backend (Python)
970,Technical Lead .NET
971,Technical Lead Power BI
972,Technical Product Manager
973,Technical Product Manager (Remote)
974,Technical Program Manager
975,Technical Program Manager – Ad Intel
976,Technical Program Manager–Ad Intel
977,Technical Project Manager
978,Technical Project Manager
979,Technical Specialist
980,Technical Support Engineer
981,Technical Support Engineer
982,Technical Support Engineer
983,Technical Support Engineer
984,Technical Team Leader
985,Technical Writer
986,Technical Writer - Senior/Mid
987,Test Automation Engineer
988,Test Automation Engineer
989,Test Engineer
990,Test Engineer
991,Test Engineer
992,Test Engineer
993,Test Engineer
994,Tester
995,Tester (Automation &  Manual)
996,Tester Automatyzujący
997,Tester automatyzujący
998,Tester IT
999,Tester Manualny
1000,Tester Manualny
1001,Tester manualny (Junior/Mid)
1002,Tester manualny (Junior/Mid)
1003,Tester/Opiekun klienta/Wsparcie handlowe
1004,Timescale/PostgreSQL Engineer
1005,UAT & QA Associate
1006,UI Designer
1007,UI Designer
1008,UI Designer – Mid / Regular
1009,UI Developer
1010,UI/UX Designer
1011,Unity Engine Technical Artist
1012,Unity/C# Developer
1013,Unreal Technical Artist
1014,UX / UI Designer
